"Fiscal_Year","Agency","Program_Name","Column_names","Multiselect_Text","Question","Section","Reporting_Phases_Current_FY"
"2025","TREASURY","Internal Revenue Service - US Coronavirus Payments","cyp6_app1_8","","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","TREASURY","Internal Revenue Service - US Coronavirus Payments","cyp7_atp1_8","","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp3_atp1_8","Behavioral/Psych Influence","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_app1_8","Automation","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_app1_8","Cross Enterprise Sharing","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","ED","Education Stabilization Fund","cyp5_app1_8","","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","TREASURY","Departmental Offices - Pandemic Relief for Aviation Workers","cyp6_app1_8","","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","ED","William D. Ford Federal Direct Loan Program","cyp7_app1_8","Change Process","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2025","DOW","Military Pay Army – National Guard","cyp21_app1_8","","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","cyp21_atp1_8","Training","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","cyp21_atp1_8","Automation","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","cyp21_atp1_8","Audit","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","cyp21_atp1_8","Predictive Analytics","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_atp1_8","Statutory Change","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No): 
[atp1] Automation
[atp2] Behavioral/Psych Influence
[atp3] Training
[atp4] Change Process
[atp5] Cross Enterprise Sharing
[atp6] Audit
[atp7] Predictive Analytics
[atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","SSA","Supplemental Security Income (SSI)","cyp3_atp1_8","Behavioral/Psych Influence","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","cyp7_app1_8","","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","DHS","United States Customs and Border Protection - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp5_app1_8","","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2023","FCC","Universal Service Fund - High Cost Legacy","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2023","FCC","Universal Service Fund - High Cost Legacy","cyp3_atp1_8","Audit","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2024","SSA","Old-Age and Survivors Insurance (OASI)","cyp2_app1_8","Audit","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control",""
"2024","SSA","Old-Age and Survivors Insurance (OASI)","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2024","SSA","Old-Age and Survivors Insurance (OASI)","cyp5_app1_8","Predictive Analytics","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2025","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp21_atp1_8","Audit","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp21_atp1_8","Predictive Analytics","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp6_app1_8","","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SSA","Old-Age and Survivors Insurance (OASI)","cyp5_atp1_8","Audit","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Prevention","Phase 2"
"2025","SSA","Old-Age and Survivors Insurance (OASI)","cyp6_app1_8","","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SSA","Old-Age and Survivors Insurance (OASI)","cyp7_atp1_8","","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SBA","7(a) Loan Guarantees Approvals","cyp6_atp1_8","Training","[cyp6_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SBA","7(a) Loan Guarantees Approvals","cyp6_atp1_8","Change Process","[cyp6_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_app1_8","Change Process","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No): 
[atp1] Automation
[atp2] Behavioral/Psych Influence
[atp3] Training
[atp4] Change Process
[atp5] Cross Enterprise Sharing
[atp6] Audit
[atp7] Predictive Analytics
[atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp2_atp1_8","Change Process","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No): 
[atp1] Automation
[atp2] Behavioral/Psych Influence
[atp3] Training
[atp4] Change Process
[atp5] Cross Enterprise Sharing
[atp6] Audit
[atp7] Predictive Analytics
[atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","TREASURY","Internal Revenue Service - Additional Child Tax Credit","cyp3_app1_8","Cross Enterprise Sharing","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Temporary Assistance for Needy Families","cyp3_app1_8","","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","DOW","DoD Travel Pay","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2025","SBA","Paycheck Protection Program (PPP) Loan Guaranty Purchases","cyp5_app1_8","","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_app1_8","Cross Enterprise Sharing","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SBA","7(a) Loan Guarantees Approvals","cyp6_atp1_8","Audit","[cyp6_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp21_app1_8","Automation","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp21_app1_8","Training","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp21_app1_8","Predictive Analytics","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp21_app1_8","Change Process","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Head Start","cyp6_app1_8","Training","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Head Start","cyp7_atp1_8","Training","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Head Start","cyp7_atp1_8","Change Process","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Head Start","cyp7_atp1_8","Cross Enterprise Sharing","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp3_atp1_8","Audit","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","ED","Federal Pell Grant Program","cyp5_atp1_8","Change Process","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
